Name,Species,Class,Hlt,Atk,Int,Def,Spd,Total,R. Depth,Source,Trait Name,Item Name,Trait Description
Shambler Rescuer,Sea Shambler,Death,30,22,22,17,12,103,45,"Faraway Enclave, Where the Dead Ships Dwell",Retrograde,Rescuer Hook,Enemies with Blighted receive 50% more healing from all sources. This trait does not stack.
Amorphous Shambler,Sea Shambler,Death,30,20,23,18,13,104,40,"Faraway Enclave, Where the Dead Ships Dwell",The Sickness,Amorphous Hook,"After an enemy is healed, it is afflicted with Blighted."
Vanelin Seraph,Seraph,Life,31,23,23,18,13,108,64,Muse God Shop (Favor Rank 18),Almost Easy,Vanelin Symbol,"If this creature has Attacked at least one time this battle, its attacks deal 200% more damage."
Kaito Seraph,Seraph,Life,32,17,17,17,22,105,64,Life Guild + Muse God Shop  (Favor Rank 5),Break of Dawn,Kaito Banner,Enemies take 20% more damage for each turn they've taken in the current battle. This trait does not stack.
Andolin Seraph,Seraph,Life,28,23,23,18,13,105,64,Muse God Shop (Favor Rank 1),Break the Cycle,Andolin Symbol,"If this creature has Provoked at least one time this battle, a random enemy is sent to the bottom of the Timeline each time it Provokes after that."
Neralim Seraph,Seraph,Life,33,23,23,15,10,104,64,Muse God Shop (Favor Rank 8),Chasing Infinity,Neralim Symbol,"If this creature has Provoked at least one time this battle, its spells no longer consume Charges and have 50% more potency."
Nex Seraph,Seraph,Life,32,22,22,17,12,105,64,Muse God Shop (Favor Rank 14),Defy the Odds,Nex Symbol,"If this creature has Attacked at least once this battle, it takes 65% less damage."
Undolim Seraph,Seraph,Life,32,22,22,17,12,105,64,Muse God Shop (Favor Rank 11),Ever Upwards,Undolim Symbol,"If this creature has Defended at least one time this battle, it resurrects allies with 50% Health each time it Defends after that."
Siralim Seraph,Seraph,Life,32,22,22,17,12,105,64,Muse God Shop (Favor Rank 25),Haven,Siralim Symbol,"If this creature has Defended at least one time this battle, your creatures have 50% more Defense. This trait does not stack."
Hoar Shade,Shade,Death,26,21,16,17,22,102,37,Vertraag God Shop (Favor Rank 8),Dark Signs,Hoar Incense,Your creatures deal 100% more damage while they are Invisible. This trait does not stack.
Evernight Shade,Shade,Death,28,21,16,17,21,103,37,Vertraag God Shop (Favor Rank 5),From Light Comes Darkness,Evernight Incense,"After your creatures are damaged by an enemy, they have a 50% chance to gain Invisible. This trait does not stack."
Wandering Shade,Shade,Death,28,23,18,15,23,107,37,Vertraag God Shop (Favor Rank 25),Impossibility,Wandering Incense,Your creatures with Invisible are immune to damage from spells.
Whispering Shade,Shade,Death,26,22,17,17,22,104,37,Vertraag God Shop (Favor Rank 18),Pariah,Whispering Incense,"After a creature is killed, your creatures gain Invisible."
Dungeon Shade,Shade,Death,26,21,16,17,21,101,37,Vertraag God Shop (Favor Rank 1),Phase Shift,Dungeon Incense,"After this creature is damaged by an attack or spell, it gains Invisible."
Drifting Shade,Shade,Death,26,21,16,16,21,100,37,Vertraag God Shop (Favor Rank 14),Shadow Aegis,Drifting Incense,Your creatures take 95% less damage while they are Invisible. This trait does not stack.
Gateway Shade,Shade,Death,23,18,18,18,23,100,37,Vertraag God Shop (Favor Rank 11),Spook,Gateway Incense,"At the start of battle, this creature gains Invisible. This creature deals 200% more damage while it is Invisible. This creature's Invisible buff is no longer removed at the start of its turn."
Spooky Shade,Shade,Death,22,22,17,17,22,100,415,Death Guild,Spooky Technique,Spooky Pumpkin,"After your creatures Attack or Cast a spell that removes their Invisible buff, they deal damage to all enemies equal to 35% of their Defense. This trait does not stack."
Shadow Cobra,Shadow,Death,27,22,22,12,22,105,30,"Path of the Damned, Bastion of the Void",All Hope Is Lost,Cobra Black Hole,Enemies with Feared cannot gain buffs.
Shadow Moth,Shadow,Death,24,22,22,12,22,102,15,"Path of the Damned, Bastion of the Void",Cowardice,Moth Black Hole,Enemies with Feared deal 60% less damage with attacks.
Shadow Demon,Shadow,Death,22,23,23,13,23,104,60,"Path of the Damned, Bastion of the Void",Haunt,Demonic Black Hole,This creature's attacks deal 75% more damage and afflict the target with Feared.
Shadow Zealot,Shadow,Death,26,21,21,11,21,100,13,"Path of the Damned, Bastion of the Void",Horrifying Visage,Zealot Black Hole,"At the start of battle, this creature afflicts 3 random enemies with Feared. This trait does not stack."
Shadow Juggernaut,Shadow,Death,27,22,22,12,22,105,75,"Path of the Damned, Bastion of the Void",Taste of Fear,Juggernaut Black Hole,"After enemies with Feared are prevented from gaining stats, this creature gains those stats instead. This trait does not stack."
Shadow Wolf,Shadow,Death,26,21,21,11,21,100,45,"Path of the Damned, Bastion of the Void",Unspeakable Frights,Wolf Black Hole,"At the start of an enemy's turn with Feared, they have a 20% chance to be sent to the bottom of the Timeline. This trait does not stack."
Chaos Shapeshifter,Shapeshifter,Chaos,42,17,17,17,17,110,30,"Temple of Lies, Forgotten Lab",Chaos Transformation,Chaos Plasma,"When your creatures buff an enemy, they debuff them instead. When your creatures debuff an ally, they buff them instead. This trait does not stack."
Death Shapeshifter,Shapeshifter,Death,42,17,17,17,17,110,28,"Temple of Lies, Forgotten Lab",Death Transformation,Death Plasma,"When your creatures increase an enemy's stats, they are instead decreased by 50% of the amount. This trait does not stack."
Unstable Shapeshifter,Shapeshifter,Sorcery,36,21,21,11,21,110,415,Sorcery Guild,Diamond Hands,Unstable Plasma,This creature takes 4% less damage and deals 20% more damage for each trait it has gained in the current battle.
Life Shapeshifter,Shapeshifter,Life,42,17,17,17,17,110,28,"Temple of Lies, Forgotten Lab",Life Transformation,Life Plasma,"When your creatures heal an enemy, it instead takes damage equal to 50% of the amount it would have been healed. This trait does not stack."
Nature Shapeshifter,Shapeshifter,Nature,40,18,18,18,18,112,60,"Temple of Lies, Forgotten Lab",Nature Transformation,Nature Plasma,"When your creatures deal damage to each other, they are instead healed for 50% of the amount of damage they would have received. This trait does not stack."
Sorcery Shapeshifter,Shapeshifter,Sorcery,42,17,17,17,17,110,45,"Temple of Lies, Forgotten Lab",Sorcery Transformation,Sorcery Plasma,Your creatures' spells heal instead of dealing damage.
Shapeshifter Novice,Shapeshifter,Sorcery,40,18,18,18,18,112,90,"Temple of Lies, Forgotten Lab",Transformation Apprenticeship,Apprentice Plasma,Your Shapeshifters start battles with 1 additional trait. This trait does not stack.
Master Shapeshifter,Shapeshifter,Sorcery,42,17,17,17,17,110,75,"Temple of Lies, Forgotten Lab",Transformation Mastery,Master Plasma,Your Shapeshifters' innate traits are 50% more powerful. This trait does not stack.
Dolor Sin,Sin,Death,43,18,18,15,18,112,105,Sanctum Umbra (Mirrors),Despair,Book of Pain,"After an enemy loses stats, this creature afflicts it with a random debuff."
Invidia Sin,Sin,Death,42,17,17,17,17,110,75,Sanctum Umbra (Mirrors),Envy,Book of Envy,"At the start of battle, set this creature's Attack, Intelligence, Defense, Speed, and Health, to the highest of your other creatures' respective base stats."
Gula Sin,Sin,Death,38,18,18,18,18,110,61,Sanctum Umbra (Mirrors),Gluttony,Book of Gluttony,"At the start of battle, 50% of this creature's Attack, Intelligence, and Speed are converted into Health."
Avarita Sin,Sin,Death,43,18,18,15,15,109,61,Sanctum Umbra (Mirrors),Greed,Book of Greed,"At the start of battle, this creature steals 15% of your other creatures' Attack, Intelligence, Defense, and Speed."
Luxuria Sin,Sin,Death,42,17,17,17,17,110,90,Sanctum Umbra (Mirrors),Lust,Book of Lust,"At the start of battle, this creature gains copies of up to 3 of the enemies' non-Ethereal Spell Gems. This trait ignores other creatures with the Lust trait."
Superbia Sin,Sin,Death,43,18,18,15,15,109,61,Sanctum Umbra (Mirrors),Pride,Book of Pride,"This creature always has Repelling, and takes 30% less damage."
Acedia Sin,Sin,Death,38,18,18,18,18,110,61,Sanctum Umbra (Mirrors),Sloth,Book of Sloth,Enemies start battles with 30% less Attack and Intelligence. This trait does not stack.
Ira Sin,Sin,Death,38,18,18,18,18,110,61,Sanctum Umbra (Mirrors),Wrath,Book of Wrath,"This creature always has Berserk and Savage, and deals 30% more damage."
Siren Lifetaker,Siren,Life,38,18,23,18,13,110,43,Lister God Shop (Favor Rank 25),Beautiful Sorrow,Lifetaker Bell,"After one of your creatures dies, this creature gains their innate trait."
Siren Ascendant,Siren,Life,38,18,23,18,13,110,43,Lister God Shop (Favor Rank 14),Coerced Coexistence,Ascendant Bell,"After an enemy Attacks, this creature afflicts it with Scorned. After an enemy Casts, this creature afflicts it with Silenced."
Siren Purifier,Siren,Life,38,18,23,18,13,110,43,Lister God Shop (Favor Rank 1),Dream Touch,Purifier Bell,"After this creature Attacks, it afflicts the target with Sleeping. In addition, your creatures' attacks never wake up enemies that have Sleeping."
Siren Soothsayer,Siren,Life,37,18,23,18,13,109,43,Lister God Shop (Favor Rank 8),Filtered Truth,Soothsayer Bell,Enemies always have equal Attack and Intelligence; whichever is lower.
Siren Coercer,Siren,Life,33,18,23,18,13,105,43,Lister God Shop (Favor Rank 5),Forbidden Lullaby,Coercer Bell,"After this creature is Attacked, the enemy is afflicted with Sleeping."
Siren Oracle,Siren,Life,38,18,23,18,13,110,43,Lister God Shop (Favor Rank 18),In Plain View,Oracle Bell,"At the start of battle, this creature afflicts each enemy with Scorned or Silenced for 1 turn, depending on whether their Attack or Intelligence is higher."
Siren Beguiler,Siren,Life,38,18,23,18,13,110,43,Lister God Shop (Favor Rank 11),Siren Charms,Beguiler Bell,"At the start of battle, this creature afflicts 3 random enemies with Confused. This trait does not stack."
Skeleton Marksman,Skeleton,Death,30,25,10,15,25,105,13,Erebyss God Shop (Favor Rank 11),Aimed Shot,Marksman Bone,This creature's attacks deal 200% more damage to targets that are at 100% Health.
Skeleton Buccaneer,Skeleton,Death,30,25,10,15,25,105,13,Erebyss God Shop (Favor Rank 25),All In,Buccaneer Bone,This creature's first attack each battle deals 300% more damage.
Skeleton Cannoneer,Skeleton,Death,32,27,9,14,24,106,13,Erebyss God Shop (Favor Rank 8),Cannon Shot,Cannoneer Bone,"After this creature Attacks, it afflicts the target and two other enemies with Vulnerable."
Skeleton Sniper,Skeleton,Death,31,26,11,13,26,107,13,Erebyss God Shop (Favor Rank 1),Head Shot,Sniper Bone,"When this creature Attacks, it has a 50% chance to deal 200% more damage."
Skeleton Gunslinger,Skeleton,Death,30,25,10,15,25,105,13,Erebyss God Shop (Favor Rank 18),Quick Shot,Gunslinger Bone,"After this creature Attacks, it has a 50% chance to attack the same target again."
Skeleton Mortarman,Skeleton,Death,29,25,10,15,25,104,13,Erebyss God Shop (Favor Rank 14),Scatter Shot,Mortarman Bone,"After this creature Attacks, it deals 30% of the damage dealt to all other enemies."
Skeleton Triggerman,Skeleton,Death,26,26,11,16,26,105,13,Erebyss God Shop (Favor Rank 5),Vital Shot,Triggerman Bone,This creature's attacks deal 5% more damage for every 1% of Health the target is missing.
Glutinous Slime,Slime,Sorcery,39,17,17,22,12,107,19,Refuge of the Magi (Mucus),Abomination,Glutinous Ooze,"After this creature gains stats, your other creatures that don't have this trait gain 25% of those stats as well."
Ectoplasmic Slime,Slime,Sorcery,40,18,18,23,13,112,60,Refuge of the Magi (Mucus),Concoction,Ectoplasmic Ooze,"After this creature gains a buff, your other creatures that don't have this trait gain a copy of this buff as well."
Mercurial Slime,Slime,Sorcery,40,18,18,23,13,112,19,Refuge of the Magi (Mucus),Diffusion,Mercurial Ooze,"After this creature gains a minion, your other creatures that don't have this trait gain that minion as well."
Blood Slime,Slime,Sorcery,41,18,18,23,13,113,75,Refuge of the Magi (Mucus),Dispersion,Blood Ooze,"After this creature is healed, your other creatures that don't have this trait are healed for 50% of the amount as well."
Cursed Slime,Slime,Sorcery,42,17,17,21,11,108,90,Refuge of the Magi (Mucus),False Prophecy,Cursed Ooze,"This creature always has Cursed. When this creature would take damage from Cursed, the damage is dealt to the enemy instead."
Infested Slime,Slime,Sorcery,42,17,17,22,12,110,105,Refuge of the Magi (Mucus),Parasitic Illusion,Infested Ooze,"This creature always has Poisoned. After this creature takes damage from Poisoned, 50% of the damage is dealt to all enemies."
Bile Slime,Slime,Sorcery,43,18,18,18,13,110,30,Refuge of the Magi (Mucus),Secret Recipe,Bile Ooze,"After this creature is resurrected, your other creatures are resurrected as well."
Paranormal Slime,Slime,Sorcery,42,17,17,21,12,109,45,Refuge of the Magi (Mucus),Vanity,Paranormal Ooze,"After this creature gains Spell Gems, your other creatures that don't have this trait gain those Spell Gems as well."
Dark Brim Smith,Smith,Sorcery,36,21,16,21,16,110,4,Azural God Shop (Favor Rank 8),Battle Born,Dark Brim Axe,Your creatures' Spell Slots have a 10% greater chance to activate.
Depravity Smith,Smith,Sorcery,36,21,16,21,16,110,4,Azural God Shop (Favor Rank 14),Braze,Depravity Axe,Your creatures' '[Class] Strength' Artifact properties deal 50% more damage to that class. This trait does not stack.
Brim Smith,Smith,Sorcery,36,21,16,21,16,110,4,Azural God Shop (Favor Rank 1),Dissection,Brim Axe,"When your creatures Attack, they deal additional damage equal to 50% of the total Attack bonus on this creature's artifact. This trait does not stack."
Crystal Smith,Smith,Sorcery,34,19,17,22,17,109,4,Azural God Shop (Favor Rank 5),Fool's Axiom,Crystal Axe,Your creatures have additional Defense equal to 50% of the total Defense bonus on this creature's artifact.
Death Crafter,Smith,Sorcery,34,19,16,21,16,106,4,Azural God Shop (Favor Rank 32),Honed Blades,Death Axe,"Your creatures share 15% of their Artifacts' bonuses from Attack, Intelligence, Defense, and Speed with each other. This trait does not stack."
Disease Crafter,Smith,Sorcery,37,22,17,17,17,110,4,Azural God Shop (Favor Rank 28),Imbue,Disease Axe,Your creatures' Stat Slots provide 15% more benefit. This trait does not stack.
Pestilence Crafter,Smith,Sorcery,37,21,16,21,16,111,4,Azural God Shop (Favor Rank 18),Incursion,Pestilence Axe,Your creatures' 'Afflict Debuff On Damage' properties have a 100% greater chance to activate. This trait does not stack.
Black Crystal Smith,Smith,Sorcery,33,21,16,21,16,107,4,Azural God Shop (Favor Rank 11),Unbreakable,Black Crystal Axe,Your creatures' '[Class] Strength' Artifact properties prevent 50% more damage from that class. This trait does not stack.
Hammer Lord,Smith,Sorcery,34,21,16,21,16,108,4,Azural God Shop (Favor Rank 25),War Forged,Ianne's Spare Hammer,Your creatures' 'Gain Buff On Damage' properties have a 100% greater chance to activate. This trait does not stack.
War Crafter,Smith,Sorcery,35,20,15,20,15,105,4,Azural God Shop (Favor Rank 35),Warcraft,War Axe,This creature's Stat Slots provide 40% more benefit.
Noxious Smog,Smog,Chaos,28,26,16,16,21,107,7,"Caustic Reactor, Damarel",Contamination,Noxious Smoke,This creature's attacks deal 75% more damage and afflict Poisoned.
Lethal Smog,Smog,Chaos,28,26,16,16,21,107,15,"Caustic Reactor, Damarel",Creeping Death,Lethal Smoke,"After this creature Defends or Provokes, enemies that have Poisoned take damage equal to 3 turns of this debuff."
Festival Smog,Smog,Chaos,31,26,16,11,21,105,415,Chaos Guild,Endless Distraction,Festival Drink,"While this creature is Provoking, your other creatures take 35% less damage. This trait does not stack."
Scourge Smog,Smog,Chaos,28,23,13,16,21,101,60,"Caustic Reactor, Damarel",Extermination,Scourge Smoke,This creature deals 150% more damage to creatures with Poisoned. This trait does not stack.
Pestilent Smog,Smog,Chaos,30,25,15,15,20,105,45,"Caustic Reactor, Damarel",Malady,Pestilent Smoke,Enemies' Poisoned debuff lasts forever. This effect also applies to your own creatures while you have a creature with the Poison Inoculation trait.
Cancerous Smog,Smog,Chaos,29,24,14,16,19,102,30,"Caustic Reactor, Damarel",Poison Inoculation,Cancerous Smoke,Your creatures start battle with Poisoned. Your creatures recover Health from Poisoned instead of taking damage from it.
Toxic Smog,Smog,Chaos,30,25,15,15,20,105,90,"Caustic Reactor, Damarel",Tainted Blood,Toxic Smoke,"After an enemy takes damage from Poisoned, all other enemies take damage equal to 35% of the damage dealt. This trait does not stack."
Smog Lord,Smog,Chaos,30,25,15,15,20,105,75,"Caustic Reactor, Damarel",Transfusion,Lord Smoke,"After this creature Attacks a creature with Poisoned, it deals damage equal to the amount this debuff would have dealt for 5 turns, then this debuff is removed."
Incendiary Smog,Smog,Chaos,35,20,20,15,15,105,415,Chaos Guild,Vex,Incendiary Smoke,Enemies with both Burning and Poisoned take 50% more damage from these debuffs. This trait does not stack.
Alluring Snaptrap,Snaptrap,Nature,40,20,20,18,10,108,64,Overgrown Temple (Vines),Atrophy,Alluring Pitcher,"After an enemy gains a stat, it has a 25% chance to be sent to the bottom of the Timeline. This trait does not stack."
Snaptrap Cultivar,Snaptrap,Nature,41,21,21,16,11,110,64,Overgrown Temple (Vines),Coming Down,Cultivar Pitcher,"After an enemy gains a buff, it has a 25% chance to be sent to the bottom of the Timeline. This trait does not stack."
Battrap,Snaptrap,Nature,42,22,22,16,12,114,64,Overgrown Temple (Vines),Debacle,Bat Pitcher,"After an enemy is healed, it has a 25% chance to be sent to the bottom of the Timeline. This trait does not stack."
Wizened Snaptrap,Snaptrap,Nature,41,21,21,16,11,110,64,Overgrown Temple (Vines),Follow The Leader,Wizened Pitcher,"After an enemy is sent to the bottom of the Timeline, all other enemies each have a 5% chance to be sent to the bottom of the Timeline as well. This trait does not stack."
Parasitic Snaptrap,Snaptrap,Nature,43,23,23,13,8,110,64,Overgrown Temple (Vines),Great Fall,Parasitic Pitcher,"After an enemy Attacks, all other enemies each have a 10% chance to be sent to the bottom of the Timeline. This trait can only activate on the enemies' first attack per turn. This trait does not stack."
Sticky Snaptrap,Snaptrap,Nature,40,20,20,18,13,111,75,Overgrown Temple (Vines),Tumble Over,Sticky Pitcher,"After an enemy Casts a spell, all other enemies each have a 10% chance to be sent to the bottom of the Timeline. This trait can only activate on the enemies' first spell per turn. This trait does not stack."
Soulflayer Drone,Soulflayer,Sorcery,30,18,23,18,18,107,61,Sanctum Umbra (Brains),Group Therapy,Drone Brain,"After your creatures that belong to your most common race heal a creature, the others heal that same creature as well. This trait does not stack."
Soulflayer Peacemaker,Soulflayer,Sorcery,32,17,22,17,17,105,61,Sanctum Umbra (Brains),Hubbub,Peacemaker Brain,"After your creatures that belong to your most common race Provoke, the others Provoke. This trait does not stack."
Soulflayer Prober,Soulflayer,Sorcery,31,18,23,18,18,108,61,Sanctum Umbra (Brains),Marshal,Healer Brain,"After your creatures that belong to your most common race move to the top of the Timeline, the others have a 25% chance to attack a random enemy. This trait does not stack."
Soulflayer Overlord,Soulflayer,Sorcery,32,17,22,17,17,105,61,Sanctum Umbra (Brains),Mass Resurrection,Queen Brain,"After your creatures that belong to your most common race are resurrected, the others have a 30% chance to be resurrected with 50% Health as well. This trait does not stack."
Soulflayer Depriver,Soulflayer,Sorcery,30,15,23,18,18,104,61,Sanctum Umbra (Brains),Of One Mind,Sleepless Brain,"After your creatures that belong to your most common race Attack, the others have a 5% chance to Attack random enemies for 10% normal damage. This trait does not stack."
Soulflayer Dreamcaster,Soulflayer,Sorcery,32,17,22,17,17,105,75,Sanctum Umbra (Brains),Suicide Pact,Dreamweaver Brain,"After your creatures that belong to your most common race are killed, the others are killed as well. This trait does not stack."
Ancient Spacecat,Spacecat,Sorcery,35,20,20,20,25,120,,Eternity's End,Yowl!,Ancient Helmet,This creature can equip Spell Gems from any class. Your creatures have 10% more Speed for each Sealed Spell Gem each of your creatures have. This trait does not stack.
Astral Spacecat,Spacecat,Sorcery,32,15,28,15,20,110,,Eternity's End,Maow!,Astral Helmet,This creature can equip Spell Gems from any class. Your creatures have 10% more Intelligence for each Sealed Spell Gem each of your creatures have. This trait does not stack.
Black Spacecat,Spacecat,Sorcery,35,15,20,28,12,110,,Eternity's End,Hisss!,Black Helmet,This creature can equip Spell Gems from any class. Your creatures have 10% more Defense for each Sealed Spell Gem each of your creatures have. This trait does not stack.
Furious Spacecat,Spacecat,Sorcery,32,28,15,15,20,110,,Eternity's End,Chattering Chant,Furious Helmet,This creature can equip Spell Gems from any class. Your creatures have 10% more Attack for each Sealed Spell Gem each of your creatures have. This trait does not stack.
Gold Spacecat,Spacecat,Sorcery,38,15,25,20,12,110,,Eternity's End,Thrillful Trills,Gold Helmet,"This creature can equip Spell Gems from any class. At the start of your creatures' turns, they are healed for 5% of their Maximum Health for each Sealed Spell Gem each of your creatures have. This trait does not stack."
Peculiar Spacecat,Spacecat,Sorcery,32,15,28,15,20,110,,Eternity's End,Purrr,Peculiar Helmet,"This creature can equip Spell Gems from any class. After this creature Casts a spell, it is Sealed."
Sparktail Student,Sparktail,Sorcery,38,21,21,16,16,112,45,"Faraway Enclave, Where the Dead Ships Dwell",Bombshell,Student Spark,Your creatures deal 75% more damage when it is not their turn. This trait does not stack.
Sparktail Engineer,Sparktail,Sorcery,38,21,21,16,16,112,75,"Faraway Enclave, Where the Dead Ships Dwell",Comeuppance,Engineer Spark,"After this creature takes damage from spells, it deals damage to all enemies equal to 30% of the damage taken."
Sparktail Searcher,Sparktail,Sorcery,39,19,19,16,16,109,60,"Faraway Enclave, Where the Dead Ships Dwell",Conviviality,Searcher Spark,This creature deals additional damage equal to 5% of the damage your creatures have taken in the current battle.
Sparktail Officer,Sparktail,Sorcery,38,18,21,16,16,109,40,"Faraway Enclave, Where the Dead Ships Dwell",Ravish,Officer Spark,"After this creature takes damage, it deals damage to the enemy equal to 100% of the damage taken."
Sparktail Courier,Sparktail,Sorcery,39,19,19,17,17,111,40,"Faraway Enclave, Where the Dead Ships Dwell",Recompense,Courier Spark,"After this creature is Attacked, it deals damage to all enemies equal to 30% of the damage taken."
Sparktail Professor,Sparktail,Sorcery,40,20,20,15,15,110,40,"Faraway Enclave, Where the Dead Ships Dwell",Seeth,Professor Spark,This creature deals additional damage equal to 20% of the damage it has taken in the current battle.
Doomsday Spectre,Spectre,Death,30,20,21,16,16,103,15,Path of the Damned (Skull Piles),Blessing From Below,Doomsday Embryo,"After this creature gains stats other than Maximum Health, enemies lose 25% of that amount of the same stat. This trait does not stack."
Abyssal Spectre,Spectre,Death,32,22,20,15,15,104,13,Path of the Damned (Skull Piles),Cold Touch,Abyssal Embryo,"After this creature attacks, it decreases the target's highest stat by 20%."
Dread Spectre,Spectre,Death,33,23,23,15,15,109,30 (1 for Defiler),"Path of the Damned (Skull Piles), Defiler Starter",Creation Dirge,Dread Embryo,"After this creature is Attacked, it decreases the enemy's Attack, Defense, Intelligence, and Speed by 25%."
Entropic Spectre,Spectre,Death,27,22,22,17,17,105,45,Path of the Damned (Skull Piles),Cripple,Entropic Embryo,"After this creature Casts a damaging spell on an enemy, the target loses Intelligence equal to 100% of the damage dealt."
Prophetic Spectre,Spectre,Death,26,22,22,17,17,104,90,Path of the Damned (Skull Piles),Experimentation,Prophetic Embryo,"After an enemy gains stats, this creature has a 30% chance to Attack it."
Woeful Spectre,Spectre,Death,33,23,21,16,16,109,105,Path of the Damned (Skull Piles),Guilt,Woeful Spectre,"At the start of each enemy's turn, this creature decreases their lowest stat by 25%."
Transient Spectre,Spectre,Death,30,20,22,17,17,106,75,Path of the Damned (Skull Piles),Salted Earth,Transient Spectre,"After this creature Defends or Provokes, enemies lose 30% Defense and Speed."
Nightveil Spectre,Spectre,Death,31,21,21,16,16,105,60,Path of the Damned (Skull Piles),Unspeakable Sins,Nightveil Embryo,"After an enemy is healed, it loses 35% Attack and Intelligence. This trait does not stack."
Spelljuggler Bedazzler,Spelljuggler,Sorcery,30,15,28,15,22,110,64,Amalgam Gardens,Spectrometry,Multifaceted Ball,Your Spelljuggler creatures can equip Spell Gems from any class.
Spelljuggler Connoisseur,Spelljuggler,Sorcery,32,15,28,15,20,110,64,Amalgam Gardens,Prismatic Amplifier,Fine Ball,Your creatures' spells have 100% more potency if the spell's class is different from the last spell cast in the current battle. This trait does not stack.
Spelljuggler Conservator,Spelljuggler,Sorcery,35,15,25,20,15,110,64,Amalgam Gardens,Lucid Renewal,Recycled Ball,"If your creatures have collectively Cast a spell from each class in the current battle, their Spell Gems no longer consume Charges and have 50% more potency. This trait does not stack."
Spelljuggler Instructor,Spelljuggler,Sorcery,35,15,25,20,15,110,64,Amalgam Gardens,Shifting Brilliance,Training Ball,"After this creature Casts a spell of a different class from the last spell cast in the current battle, your creatures gain 40% Intelligence. This trait does not stack."
Spelljuggler Opportunist,Spelljuggler,Sorcery,32,15,28,15,20,110,64,Amalgam Gardens,Enochian,Rough-hewn Ball,"After this creature Casts a spell of a different class from the last spell cast in the current battle, enemies take damage equal to 35% of its Intelligence."
Spelljuggler Trapezist,Spelljuggler,Sorcery,30,15,25,15,25,110,64,Amalgam Gardens,Add to the Mix,Patched Ball,"After an ally Casts a spell of a different class from the last spell cast in the current battle, this creature Casts one of its spells."
Rimeskin Spellmane,Spellmane,Sorcery,38,13,23,16,18,108,22,"Great Pandemonium, Cutthroat Jungle",Snowstalker,Rime Pelt,"At the start of battle, this creature gains Snowstorm. After this creature Casts this spell, it gains Invisible and 20% Attack."
Ashskin Spellmane,Spellmane,Sorcery,41,14,24,14,19,112,22,"Great Pandemonium, Cutthroat Jungle",Flamestalker,Ashen Pelt,"At the start of battle, this creature gains Firestorm. After this creature Casts this spell, it gains Invisible and 20% Intelligence."
Voltskin Spellmane,Spellmane,Sorcery,40,15,25,13,18,111,30,"Great Pandemonium, Cutthroat Jungle",Staticstalker,Voltatic Pelt,"At the start of battle, this creature gains Chain Lightning. After this creature Casts this spell, it gains Invisible and 20% Speed."
Venomskin Spellmane,Spellmane,Sorcery,43,13,23,13,18,110,45,"Great Pandemonium, Cutthroat Jungle",Vilestalker,Venomous Pelt,"At the start of battle, this creature gains Acid Rain. After this creature Casts this spell, it gains Invisible and 20% Speed."
Dryskin Spellmane,Spellmane,Sorcery,39,14,24,14,19,110,60,"Great Pandemonium, Cutthroat Jungle",Sandstalker,Dry Pelt,"At the start of battle, this creature gains Sandstorm. After this creature Casts this spell, it gains Invisible and 20% Attack."
Cloudskin Spellmane,Spellmane,Sorcery,38,13,25,15,20,111,75,"Great Pandemonium, Cutthroat Jungle",Skystalker,Cloudy Pelt,"At the start of battle, this creature gains Whirlwind. After this creature Casts this spell, it gains Invisible and 20% Intelligence."
Sphinx Ordainer,Sphinx,Life,31,21,21,11,21,105,46,Yseros God Shop (Favor Rank 14),Blessing of Sands,Ordainer Mane,Your creatures' traits and other effects act as if your party contains 3 more creatures that belong to the same class. This trait does not stack.
Sphinx Avenger,Sphinx,Life,37,22,19,9,19,106,46,Yseros God Shop (Favor Rank 1),Desert Glory,Avenger Mane,"After your creatures die, they have a 5% chance to be resurrected with 50% Health for each creature of its own class fighting on your side. This trait does not stack."
Sphinx Zealot,Sphinx,Life,32,17,22,12,22,105,46,Yseros God Shop (Favor Rank 18),Pharaoh's Bane,Zealot Mane,"Enemies have 5% less Attack, Intelligence, Defense, and Speed for each creature of this creature's own class fighting on your side. This trait does not stack."
Sphinx Elder,Sphinx,Life,34,21,21,11,21,108,46,Yseros God Shop (Favor Rank 5),Pharaoh's Boon,Elder Mane,"Your creatures have 10% more Attack, Intelligence, Defense, and Speed for each creature of the same class fighting on your side. This trait does not stack."
Sphinx Usurper,Sphinx,Life,36,21,21,11,21,110,46,Yseros God Shop (Favor Rank 25),Prejudice,Usurper Mane,"After this creature Attacks, it also attacks every other enemy that belongs to the same class as the target."
Sphinx Justicar,Sphinx,Life,37,22,22,9,19,109,46,Yseros God Shop (Favor Rank 11),Recombobulation,Justicar Mane,"At the start of battle, your creatures are set to the same class, chosen randomly."
Sphinx Healer,Sphinx,Life,35,20,20,10,20,105,46,Yseros God Shop (Favor Rank 8),Rejuvenation,Healer Mane,"At the start of your creatures' turns, they recover 12% Health for each creature of the same class fighting on your side. This trait does not stack."
Clairvoyant Spirit,Spirit,Life,38,13,23,18,18,110,75,"Frostbite Caverns, Fae Lands",Abnegation,Clairvoyant Fluff,"After your creatures are healed, a random enemy takes damage equal to 50% of the amount of Health recovered. This trait does not stack."
